id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36503455,Roomy and light city house 15 min from city centre,14494301,Jan,,Deurne Noord,51.23424,4.44726,Entire home/apt,151,1,98,2024-12-22,1.49,1,355,11,
36519761,Nice Private bedroom in the city of Antwerp!,4664027,Zuzanna,,Harmonie,51.2019,4.40623,Private room,,2,14,2019-09-01,0.21,2,0,0,
36520988,"Trendy appartement,  sunny terras & 2 bedrooms",4664027,Zuzanna,,Harmonie,51.20227,4.406,Entire home/apt,,3,24,2024-02-26,0.37,2,0,1,
36559890,Bright studio near a park,53464973,Aisha,,Amandus - Atheneum,51.22947,4.41997,Entire home/apt,37,5,5,2019-09-09,0.08,2,251,0,
36595448,Gezellige 1 persoons-studio,35684494,Caroline,,Hoboken - Noord,51.1804,4.35916,Private room,52,5,12,2024-11-25,0.23,1,305,2,
36612160,Long term rent appartment,16824272,John,,Groenenhoek,51.20428,4.44329,Entire home/apt,40,90,0,,,1,90,0,
36667763,The Card Room Green Studio,270964935,Liselore,,Theaterbuurt-Meir,51.21346,4.40891,Entire home/apt,104,1,78,2024-12-16,1.18,22,330,16,
36671122,Studio in row house with own private bathroom,96769191,Vanessa,,Deurne Noord,51.22719,4.45111,Private room,85,1,172,2024-12-22,2.60,1,302,46,
36862676,Top flat  @ Antwerp Old Town,43247005,Rebecca,,Historisch Centrum,51.2201,4.40018,Entire home/apt,134,1,71,2024-11-10,1.07,14,364,11,
36870874,Cosy authentic appartement in the heart of Antwerp,5687914,Irina,,Historisch Centrum,51.22084,4.39805,Entire home/apt,90,2,154,2024-12-15,2.32,2,349,44,
36900123,Cosy Apartment close to Antwerp Central Station,16081550,Anna Rosa,,Amandus - Atheneum,51.21921,4.42448,Entire home/apt,,2,20,2024-02-18,0.51,1,0,2,
36904085,Luxury appartment in the heart of vibrant Antwerp,84482862,Philippe,,Zuid,51.2083,4.39798,Entire home/apt,,1,2,2019-09-29,0.03,1,0,0,
36941463,"Frame of View, Het Eilandje",9686695,Caroline,,Eilandje,51.22968,4.40685,Private room,95,3,15,2024-07-20,0.23,1,357,2,
36953202,Charmante woning met privé tuin,271949304,Behnaz,,Groenenhoek,51.1924,4.44133,Entire home/apt,,3,1,2020-01-02,0.02,1,0,0,
36991355,"Bnb Middelheim: ruimte, groen en dichtbij de stad",2903565,Helga,,Middelheim,51.17629,4.41807,Private room,82,1,39,2024-12-14,0.59,1,172,11,
37029085,Private room / Tomorrowland weekend,4578295,Koen,,Valaar,51.17175,4.37741,Private room,,2,0,,,1,0,0,
37055636,Light flat @ Antwerp hotspot + Free WiFi!,43247005,Rebecca,,Historisch Centrum,51.22013,4.39959,Entire home/apt,,1,54,2024-10-27,0.82,14,333,12,
37148200,Cosy studio nearby Central Station,174184833,Bram,,Centraal Station,51.21742,4.42794,Entire home/apt,56,2,98,2024-08-28,1.82,1,313,21,
37150608,Gezellig appartement,279448956,Gaetane,,Middelheim,51.18508,4.39218,Entire home/apt,89,1,114,2024-12-26,1.80,1,165,26,
37200727,The India Yellow Studio,270964935,Liselore,,Theaterbuurt-Meir,51.21346,4.40891,Entire home/apt,123,1,25,2024-12-04,0.39,22,337,5,
37289326,Trendy big window apartment near station & centre,211790109,Yaya,,Zurenborg,51.20799,4.43098,Entire home/apt,99,20,62,2024-10-20,0.95,5,331,7,
37475845,Sleeping on the Leftbank of Antwerp,108458311,Tinneke,,Linkeroever,51.22665,4.3875,Private room,73,2,104,2024-12-16,1.59,2,343,20,
37719535,Unique place in the 16th century Horse Alley,3944687,Kessarin,,Sint-Andries,51.2142,4.39399,Entire home/apt,100,3,9,2020-01-04,0.14,1,83,0,
37730967,Entire Floor with 2 bedrooms and private bathroom,4819472,Loes,,Markgrave,51.19929,4.39839,Private room,,2,9,2022-12-18,0.14,1,0,0,
37735334,At home in Antwerp !,285249117,Erik,,Markgrave,51.19748,4.40375,Entire home/apt,96,2,14,2024-11-10,0.28,1,161,3,
37774325,"Authentiek, stijlvol, warm en gezellig !",9342946,Tine,,Zurenborg,51.20707,4.42793,Private room,55,2,144,2024-12-07,2.20,1,333,41,
37792685,Stofwisseling Guesthouse,81237925,Ann,,Haringrode,51.201,4.42156,Entire home/apt,105,2,196,2024-12-08,3.23,1,158,52,
37857932,Newly renovated designer studio,5149824,Snezhana,,Groenenhoek,51.19605,4.43848,Entire home/apt,120,2,60,2024-12-15,0.93,1,0,8,
37890065,"Cosy, quiet room for 2 near Antwerp City center",149531704,Veerle,,Borgerhout Extra Muros,51.20841,4.45254,Private room,47,2,13,2023-12-02,0.38,1,176,0,
37930611,Arizona flat city of Antwerp+ view,182678477,Sleep Inn Antwerp,,Theaterbuurt-Meir,51.21295,4.40994,Entire home/apt,217,1,75,2024-08-19,1.15,43,314,6,
37955411,Rooftop Loft with amazing view,120423516,Karin,,Theaterbuurt-Meir,51.2136503,4.4104242,Entire home/apt,200,6,5,2024-09-16,0.24,1,179,3,
38080630,Tempel Lodge 2,165436938,Ella,,Historisch Centrum,51.2205,4.40046,Entire home/apt,71,1,360,2024-12-23,5.58,112,295,58,
38126665,Kings and Queens Suite,15780894,Simon,,Universiteitsbuurt,51.22326,4.40694,Private room,64,1,320,2024-12-08,4.94,10,8,53,
38149971,NOIR. RESIDENCE - City Center of Antwerp Lux. Loft,289860799,Gina,,Historisch Centrum,51.22269,4.40241,Entire home/apt,,2,14,2020-03-09,0.22,1,0,0,
38202647,Vintage appartment in lively though queit area,6028836,Eva,,Borgerhout Extra Muros,51.20145,4.4479,Entire home/apt,,5,5,2022-04-15,0.08,1,0,0,
38208194,The Loft - Shifting Scenery,290326691,Charlotte,,Historisch Centrum,51.22482,4.40161,Entire home/apt,108,1,272,2024-12-09,4.30,5,322,69,
38213256,"Groot, prachtig herenhuis vlakbij Berchem Station",13267012,Rob,,Haringrode,51.20329,4.42738,Entire home/apt,,2,0,,,1,358,0,
38255134,"Spacious, Luxurious Flat by Historical City",249017821,Lucie,,Harmonie,51.20007,4.40722,Private room,190,1,65,2024-12-15,1.01,1,267,8,
38271062,"Spacious & sunny penthouse, city view on 6th floor",267848896,Matthieu,,Brederode,51.20621,4.39812,Entire home/apt,247,2,65,2024-11-17,1.07,3,354,17,
38281107,B in Antwerp-your luxurious getaway in Antwerp!,44330774,Sharon,,Brederode,51.206416,4.396063,Private room,185,1,5,2022-05-01,0.11,6,170,0,
38281297,B in Antwerp-your luxurious getaway in Antwerp!,44330774,Sharon,,Brederode,51.206416,4.396063,Private room,150,1,19,2024-05-11,0.39,6,167,1,
38281578,B in Antwerp-your luxurious getaway in Antwerp!,44330774,Sharon,,Brederode,51.206416,4.396063,Hotel room,170,1,13,2024-08-03,0.27,6,165,2,
38281744,B in Antwerp-your luxurious getaway in Antwerp!,44330774,Sharon,,Brederode,51.206416,4.396063,Private room,155,1,4,2022-07-11,0.09,6,169,0,
38282034,B in Antwerp-your luxurious getaway in Antwerp!,44330774,Sharon,,Brederode,51.206417,4.396063,Private room,155,1,10,2023-06-04,0.28,6,167,0,
38420633,Centrally located stylish and spacious flat,9352812,Sven,,Amandus - Atheneum,51.22424,4.42011,Entire home/apt,,1,5,2020-07-18,0.08,1,0,0,
38470295,"Netflix, WiFi: Central Antwerp Studio",102711282,Benjamin,,Amandus - Atheneum,51.21812,4.42958,Entire home/apt,66,1,308,2024-12-07,4.80,2,145,61,
38547626,Charming studio close to central station w/ bikes,82243088,Joleen,,Amandus - Atheneum,51.21924,4.42596,Entire home/apt,,2,132,2024-11-18,2.11,1,0,15,
38594194,Artist in Residence Studio,294500036,Foundation,,Oud - Berchem,51.2046,4.43292,Entire home/apt,70,3,6,2024-10-21,0.10,1,259,2,
38719338,Studio Roosevelt - Centrum Antwerpen,267327007,Tom,,Centraal Station,51.21929,4.4181,Entire home/apt,59,2,269,2024-12-24,4.22,1,250,81,
38806192,Apartment with pool in quiet neighborhood,5006175,Joachim,,Kiel,51.18206,4.38855,Entire home/apt,,5,1,2019-11-13,0.02,1,0,0,
38836444,Private double guest room in charming row house.,297333293,Maarten,,Oud - Berchem,51.20024,4.42547,Private room,54,1,86,2024-12-08,1.35,1,359,21,
38898289,APARTMENT in the heart of Antwerp!,174932988,Olivier,,Universiteitsbuurt,51.22431,4.40646,Entire home/apt,,2,14,2024-07-26,0.22,5,0,1,
38919382,STUDIO in the heart of Antwerp!,174932988,Olivier,,Universiteitsbuurt,51.22588,4.40593,Entire home/apt,,2,36,2023-08-13,0.58,5,0,0,
38919694,APARTMENT in the heart of Antwerp!,174932988,Olivier,,Historisch Centrum,51.22447,4.40495,Entire home/apt,,2,21,2024-08-03,0.34,5,0,1,
38934795,konac,267671671,Mircea,,Stadspark,51.20973,4.40972,Entire home/apt,110,2,6,2021-06-06,0.09,3,11,0,
38967550,☘ 1001 Nights Loft citycenter Antwerp +balconyview,182678477,Sleep Inn Antwerp,,Theaterbuurt-Meir,51.2141,4.40946,Entire home/apt,260,1,170,2024-08-26,2.67,43,352,10,
38972380,duplex,267671671,Mircea,,Stadspark,51.211,4.41024,Entire home/apt,100,2,20,2024-03-18,0.31,3,11,2,
38975201,Cosy studio with amazing view,25260390,Line Albertina,,Nieuw - Kwartier Oost,51.18587,4.44297,Entire home/apt,,4,40,2022-05-09,0.63,1,0,0,
39000837,Charming Apartment in the heart of Antwerp,87177320,Casper,,Theaterbuurt-Meir,51.214375,4.40391,Entire home/apt,114,2,119,2024-12-08,2.52,1,175,27,
39092875,Warm en gezellig appartement,58581059,Rachel,,Deurne Noord,51.23133,4.44505,Entire home/apt,,2,21,2024-10-02,0.34,1,0,8,
39096070,A luxury apartment in the center of Antwerp,171801886,Koen,,Historisch Centrum,51.22083,4.40506,Entire home/apt,130,3,75,2024-07-29,1.25,1,97,14,
39174512,Loft @ Vooruitzicht,300550745,Jan,,Borgerhout Intra Muros Noord,51.21745,4.44266,Entire home/apt,,1,98,2024-12-22,1.56,1,157,27,
39292367,"Bright apartment in dead-end street, bikes inc.",301665154,Charlotte,,Kiel,51.190147399902344,4.375883102416992,Entire home/apt,79,1,103,2024-12-22,1.63,1,8,34,
39330826,Apartments “Brial 1”.,127787502,Olena,,Stadspark,51.20821,4.42129,Entire home/apt,159,1,65,2024-09-07,1.03,18,335,11,
39348629,Theodore Lodge,165436938,Ella,,Sint-Andries,51.21606,4.39893,Entire home/apt,71,1,162,2024-12-26,2.58,112,0,15,
39439450,Modern flat with a vintage touch.,302909078,Yann,,Amandus - Atheneum,51.22970199584961,4.419058799743652,Entire home/apt,,2,25,2024-07-29,0.43,2,0,6,
39455110,Cozy attic with lots of light near park,348384,Claudio,,Dam,51.23213,4.42992,Private room,59,2,34,2024-12-15,1.29,1,252,18,
39482509,YUST a Suite,275023479,Yust,,Oud - Berchem,51.19824,4.41729,Private room,166,1,1,2020-02-23,0.02,1,307,0,
39504410,Modern 2 bedroom apartment with amazing river view,4865806,Tommie,,Eilandje,51.23328,4.402,Entire home/apt,,3,7,2024-08-26,0.16,2,0,1,
39572996,Theaterstudio 2.0 Antwerp,141159863,Liselore,,Theaterbuurt-Meir,51.212906,4.408221,Entire home/apt,146,1,49,2024-11-30,0.78,3,357,10,
39576050,"Bright flat with vintage elements, near the park.",302909078,Yann,,Amandus - Atheneum,51.22970199584961,4.419058799743652,Entire home/apt,,2,29,2024-07-28,0.50,2,0,9,
39580214,Marble Apartments 2D,165436938,Ella,,Theaterbuurt-Meir,51.21772,4.40707,Entire home/apt,71,1,129,2024-12-07,2.06,112,353,16,
39626634,Bright studio at perfect location incl parkingspot,52331031,Florentijn,,Theaterbuurt-Meir,51.21587,4.40794,Entire home/apt,91,3,140,2024-12-06,2.23,1,152,59,
39728310,Stadswoning in smiley-neighbourhood 2060,6616864,Christof,,Amandus - Atheneum,51.22583,4.42136,Entire home/apt,,100,15,2022-01-08,0.24,1,0,0,
39776692,Spacious room citycenter,305757245,Greet Joanna,,Historisch Centrum,51.22446154490753,4.402251653373241,Private room,,2,13,2023-09-25,0.72,1,0,0,
39786982,Beautiful sunny spartment with terrace- Hidden gem,61755529,Valentijn,,Markgrave,51.1956666,4.410431,Entire home/apt,86,1,111,2024-12-20,4.83,1,270,45,
39805468,Spacious apartment at Antwerpen city center,14670256,Jose,,Amandus - Atheneum,51.22111,4.41837,Entire home/apt,89,2,58,2024-12-08,0.94,1,48,25,
39905365,Renovated bright & quiet 1BR near Port and city ❤️,302345778,Dorien,,Luchtbal,51.25568,4.42298,Entire home/apt,50,30,8,2024-05-31,0.13,1,0,1,
39908193,302、Antwerp central station's charming apartment,52106350,Fengyi Inn,,Amandus - Atheneum,51.21897,4.42558,Entire home/apt,151,2,104,2024-12-08,1.70,6,339,24,
40080586,The Greenplace Lodge 3,165436938,Ella,,Sint-Andries,51.21698,4.39914,Entire home/apt,71,1,66,2024-12-22,1.07,112,349,9,
40084323,Your home !,267671671,Mircea,,Stadspark,51.21083,4.41067,Entire home/apt,75,2,48,2024-10-07,0.78,3,11,19,
40099953,Stylish penthouse  apartement,261394719,Your,,Stadspark,51.20975,4.41437,Entire home/apt,120,2,46,2024-12-22,0.86,3,264,12,
40101542,exceptional gatehouse with parking in city,309467495,Stéphanie,,Harmonie,51.20777,4.40667,Entire home/apt,,2,68,2024-08-18,1.10,1,0,21,
40150324,New Triplex House 8 pers in Antwerp Citycenter,228207262,Ann,,Sint-Andries,51.21537,4.39864,Entire home/apt,185,30,1,2022-08-02,0.03,6,364,0,
40165707,Cosy private room in Antwerp olympiade Wilrijk,142235853,Prince,,Hoogte,51.1802,4.39157,Private room,50,2,0,,,2,1,0,
40167426,Historic city center room,253523830,Tomislav,,Sint-Andries,51.216732025146484,4.394970893859863,Private room,75,25,3,2023-04-10,0.09,1,361,0,
40271527,"Perfect Location, location, location",311077135,Cornelia,,Historisch Centrum,51.2244,4.4043,Entire home/apt,137,2,26,2024-12-08,0.43,1,310,5,
40345757,Africa Loft in Antwerp! 100m2 of romance.,259373016,Patrick,,Eilandje,51.23249,4.41071,Entire home/apt,210,2,29,2024-09-01,0.79,1,68,15,
40365085,HOFMARKGRAAF: Unique apartment in historic mansion,85495091,Eliezer,,Universiteitsbuurt,51.22082,4.4083,Entire home/apt,737,1,88,2024-11-22,1.43,3,283,16,
40376618,Cosy Casa,312094948,Tim,,Theaterbuurt-Meir,51.2113,4.40602,Entire home/apt,86,5,64,2024-09-15,1.04,1,55,9,
40396720,Kloosterloft,278471162,Pascal,,Sint-Andries,51.21482,4.39492,Entire home/apt,396,1,49,2024-11-01,0.83,1,152,3,
40412786,Studio Heaven: in the heart of Antwerp!,312508751,Karen,,Theaterbuurt-Meir,51.21753692626953,4.412721157073975,Entire home/apt,82,2,120,2024-12-22,2.20,2,215,34,
40438979,Antwerp For Two Bed & Breakfast,14525678,Stefan,,Historisch Centrum,51.22506,4.40066,Private room,114,1,5,2022-04-18,0.11,1,343,0,
40441020,Charming and cosy apartment in the old town,13023301,Wim,,Historisch Centrum,51.22377,4.40558,Entire home/apt,117,1,237,2024-12-22,3.90,1,233,38,
40451090,Beautiful 2-floor corner appartment,120503435,Naomi,,Markgrave,51.19871,4.39854,Private room,,2,0,,,1,0,0,
40561103,Central Perk Apartment - Antwerp,314237238,Luc,,Stuivenberg,51.23089,4.4256,Entire home/apt,98,1,92,2024-12-14,1.50,2,334,25,
40602577,Stylish designer apartment in city centre,261394719,Your,,Stadspark,51.209,4.41401,Entire home/apt,127,2,56,2024-12-16,1.08,3,292,12,
40628542,Classic townhouse nearby Antwerp-city,195346772,Tim,,Oud - Berchem,51.19972,4.42302,Entire home/apt,68,7,19,2024-11-15,0.34,1,177,4,
40663725,HOFMARKGRAAF: UNIQUE HISTORIC GROUND FLOOR APPT.,85495091,Eliezer,,Universiteitsbuurt,51.22139,4.40571,Entire home/apt,404,1,195,2024-12-19,3.37,3,317,67,
40716997,Gezellig en licht appartement op toplocatie,20926466,Hannah,,Zurenborg,51.20851,4.42869,Entire home/apt,,2,6,2024-03-31,0.10,1,173,2,
40752802,HOFMARKGRAAF: 18 PEOPLE - UNIQUE APPT. IN MANSION,85495091,Eliezer,,Universiteitsbuurt,51.22056,4.4074,Entire home/apt,724,1,49,2024-10-27,0.80,3,324,12,
40768103,"Eilandje Antwerp ""Super Penthouse"" Marina 🎯",227662565,Jan,,Eilandje,51.23048,4.4063,Entire home/apt,,2,0,,,1,0,0,
40792909,Live the locals life - heart of Antwerp,182678477,Sleep Inn Antwerp,,Theaterbuurt-Meir,51.21329,4.40921,Entire home/apt,212,1,79,2024-11-11,1.30,43,349,2,
40885238,Private arty studio in green corner of Antwerp,48564634,Eline,,Borgerhout Extra Muros,51.19664,4.44844,Entire home/apt,77,28,22,2024-09-18,0.55,1,274,4,
40891179,The Meir Art Lodge 3R,165436938,Ella,,Universiteitsbuurt,51.21996410960211,4.408834070218514,Entire home/apt,71,1,281,2024-12-24,4.62,112,311,80,
40960005,"Ground Floor Apartment, near Three Parks",17886328,Alex,,Hoogte,51.18219,4.39571,Entire home/apt,,4,3,2021-03-03,0.05,1,0,0,
40985461,Central Perk Loft - Antwerp,314237238,Luc,,Stuivenberg,51.23164,4.42431,Entire home/apt,110,1,66,2024-11-17,1.08,2,349,13,
41056032,Charming and bright apartment with sauna - 4P,20216162,Ellen,,Brederode,51.20204,4.3937,Entire home/apt,,2,13,2024-07-13,0.22,4,0,10,
41079819,Lovely 2-bedroom loft in Antwerp with terrace,321223802,Irfan,,Harmonie,51.19849,4.4103,Entire home/apt,99,30,0,,,1,358,0,
41094334,Light House Lodge 1,317037207,Lisa,,Historisch Centrum,51.22295,4.40305,Entire home/apt,71,1,96,2024-09-13,1.80,53,292,22,
41094824,Lovely 1 Bedroom Apartment in Historic Antwerp,317037207,Lisa,,Historisch Centrum,51.22122,4.40344,Entire home/apt,71,1,127,2024-12-19,2.14,53,326,19,
41096855,Cozy 1BR Lodge in Antwerp's Heart Near Station,317037207,Lisa,,Universiteitsbuurt,51.22003,4.4151,Entire home/apt,71,1,50,2024-12-24,0.95,53,343,16,
41104073,Diamond City / Cidade dos diamantes,303761293,Elza,,Borgerhout Extra Muros,51.20039,4.44819,Private room,52,2,23,2024-11-18,0.45,1,67,7,
41124839,Tempel Triplex 1,317037207,Lisa,,Historisch Centrum,51.21976,4.3993,Entire home/apt,71,1,133,2024-12-25,2.31,53,289,47,
41130318,Cozy Aparment on Best Location / The Grand Ap,317037207,Lisa,,Theaterbuurt-Meir,51.21885,4.40535,Entire home/apt,71,1,183,2024-12-22,3.09,53,340,50,
41148846,The Greenplace Penthouse,317037207,Lisa,,Sint-Andries,51.21696,4.39988,Entire home/apt,71,1,83,2024-11-12,1.39,53,344,30,
41185784,Gezellig warm appartement op een super locatie,15994832,Nathalie,,Haringrode,51.20157,4.41375,Entire home/apt,,3,63,2023-12-11,1.59,1,0,0,
41241299,Close to central station antwerp,298729680,Priya,,Stadspark,51.20614,4.41766,Entire home/apt,79,2,41,2024-11-28,0.70,2,358,2,
41249454,"Cozy studio with terrace, close to center",1423652,Katty,,Amandus - Atheneum,51.2248,4.42159,Entire home/apt,85,2,173,2024-12-23,5.18,1,305,47,
41440889,Stylish apartment nearby central park,261394719,Your,,Stadspark,51.20869,4.41397,Entire home/apt,130,2,68,2024-12-16,1.15,3,222,18,
41550993,PlaceToBe,327324964,Said,,Lambrechtshoeken,51.25734,4.43504,Private room,100,5,0,,,1,361,0,
41616815,Rooftop penthouse at Central Station,36688951,Tim,,Centraal Station,51.21672,4.41705,Entire home/apt,,3,1,2021-03-28,0.02,4,0,0,
41638347,Cosy apARTment in the suburbs,1128692,Larissa,,Hoogte,51.17671,4.40141,Entire home/apt,120,4,29,2024-11-21,0.48,3,332,8,
41641334,New 2-bedroom condo in the heart of Antwerp,36688951,Tim,,Centraal Station,51.21654,4.41712,Entire home/apt,,3,6,2021-08-22,0.13,4,0,0,
41641939,Another 2-bedroom condo in the heart of Antwerp,36688951,Tim,,Centraal Station,51.21649,4.41736,Entire home/apt,,3,0,,,4,0,0,
41655525,Trendy city Apartment - Antwerp South district,273986717,Jeroen,,Brederode,51.20563,4.40356,Entire home/apt,,2,2,2020-02-16,0.03,1,0,0,
41705903,Unique and charming place !,79270852,Maryline,,Historisch Centrum,51.2197792,4.3996149,Private room,,1,0,,,2,0,0,
41755045,Duplex apartment in an original Antwerp town house,329866092,Kevin,,Zuid,51.20975,4.39912,Entire home/apt,109,2,228,2024-12-23,3.85,1,255,70,
41766119,eclectic room in our 19 th century house,2476648,Chris,,Borgerhout Intra Muros Noord,51.21811,4.43288,Private room,54,1,225,2024-12-27,6.11,1,56,82,
41883830,Penthouse with spectacular views & rooftop garden,331198702,Het,,Stadspark,51.20742,4.41924,Entire home/apt,185,2,26,2024-07-28,0.44,1,85,5,
41930681,"Single bed room, at cosy, quiet flat.",23350766,Johan,,Borgerhout Intra Muros Noord,51.21696,4.43384,Private room,40,1,80,2023-12-22,1.34,2,319,0,
42194629,Independent loft studio  in historical house,33809811,Katarina,,Harmonie,51.20679,4.40564,Entire home/apt,95,3,20,2024-08-05,0.47,1,180,4,
42325792,Design loft near central station Sportpaleis &Trix,43256479,Miek,,Borgerhout Intra Muros Noord,51.21598,4.44137,Entire home/apt,85,2,105,2024-10-23,1.78,1,254,32,
42341563,"Jacuzzi, cinema-projector, free parking, nice view",87790353,Steven,,Borgerhout Extra Muros,51.22007369995117,4.452805995941162,Entire home/apt,202,1,340,2024-12-03,6.24,2,266,111,
42430344,Private Patio Apartment | Antiques | Atelier Wits,39001675,Guus,,Valaar,51.18321,4.37968,Entire home/apt,,2,142,2024-12-07,2.43,10,0,25,
42434024,Private Double Apartment | Antiques | Atelier Wits,39001675,Guus,,Kiel,51.18368,4.37979,Entire home/apt,104,2,85,2024-11-29,1.45,10,0,14,
42529502,The Capital Street Lodge 1,165436938,Ella,,Historisch Centrum,51.22047,4.39705,Entire home/apt,71,1,40,2024-11-24,0.68,112,342,5,
42529654,The Capital Street Lodge 1,317037207,Lisa,,Historisch Centrum,51.22024,4.39699,Entire home/apt,71,1,157,2024-12-21,2.67,53,342,22,
42580071,The Hendrik House,317037207,Lisa,,Historisch Centrum,51.22064,4.40482,Entire home/apt,,1,147,2024-12-08,2.82,53,0,38,
42596869,"Ruim, gezellig en stijlvolle flat met houten vloer",47386486,Marianne,,Zurenborg,51.2088495,4.4268046,Entire home/apt,110,2,15,2024-04-14,0.51,1,82,2,
42619796,Modern Penthouse apartment with Skyline View,43578172,Pascal,,Theaterbuurt-Meir,51.21966,4.41563,Entire home/apt,83,2,131,2024-11-02,2.37,2,105,24,
42619958,The Operahouse -  Antwerp  in Style & with a View,43578172,Pascal,,Theaterbuurt-Meir,51.21781,4.4144,Entire home/apt,83,2,202,2024-12-16,3.67,2,97,50,
42635704,Centraal gelegen cosy studio,12803536,Najat,,Amandus - Atheneum,51.222,4.41923,Entire home/apt,61,3,50,2024-12-04,0.93,1,86,12,
42661008,New bright flat with super comfy Kingsize bed,44766240,Christine,,Deurne Zuid West,51.20915,4.45676,Entire home/apt,66,6,43,2024-12-19,0.74,1,159,9,
42787047,100m2 charming townhouse sanctuary,10518312,Thomas,,Amandus - Atheneum,51.222713470458984,4.418028831481934,Entire home/apt,86,30,7,2022-11-19,0.13,2,0,0,
42788327,The Artist's Suite,15780894,Simon,,Universiteitsbuurt,51.223,4.40632,Private room,62,1,319,2024-12-27,5.47,10,8,56,
42791559,"Dé Studio, oase van rust en romantiek in de stad.",6091257,Nele,,Theaterbuurt-Meir,51.21046,4.40505,Entire home/apt,120,3,20,2023-06-20,0.40,3,333,0,
42805423,Maison Meir 2 beds 2 bathroom Meir City Center,10283752,Philippe,,Theaterbuurt-Meir,51.21718,4.40777,Entire home/apt,169,1,239,2024-12-01,4.09,1,83,32,
42826391,APARTMENT in the heart of Antwerp!,174932988,Olivier,,Theaterbuurt-Meir,51.21639,4.41104,Entire home/apt,,2,28,2024-01-05,0.51,5,0,2,
43138786,Riverside Loft/150m²/River view/free parking,61362648,William,,Linkeroever,51.23334,4.38509,Entire home/apt,192,3,28,2024-10-21,0.52,1,260,7,
43263535,Luxury Suites Grotemarkt /1,277645495,Daily,,Historisch Centrum,51.21967,4.39896,Entire home/apt,174,1,55,2024-07-02,1.00,1,140,3,
43430557,Room in Family Home,1820186,Godelieve,,Borgerhout Intra Muros Noord,51.21622,4.43328,Private room,44,30,22,2024-10-11,0.42,2,131,3,
43502082,Spacious loft in trendy neighborhood - 100 m²,70696765,Peter,,Historisch Centrum,51.22452,4.40515,Entire home/apt,,14,10,2023-08-09,0.18,1,0,0,
43567032,Private Grand Residence | Atelier Wits,39001675,Guus,,Kiel,51.18312,4.38193,Entire home/apt,168,2,80,2024-12-26,1.56,10,0,25,
43662809,Mies Van de Rohe kamer net aan het park,348693119,Kava,,Hoogte,51.18232,4.39599,Private room,125,2,0,,,3,255,0,
43663388,Arne Jacobsen familiekamer net bij het park,348693119,Kava,,Hoogte,51.18207,4.3941,Private room,125,2,2,2021-10-17,0.04,3,255,0,
43663664,Ray and Charles Eames kamer nabij het park,348693119,Kava,,Hoogte,51.1828,4.3944,Private room,105,2,0,,,3,256,0,
43684001,cosy get-a-way in Antwerp,100158636,Barbe,,Stuivenberg,51.22561,4.43567,Entire home/apt,,3,54,2024-03-18,1.58,1,0,2,
43685101,Apartment in a master house with free parking,52673084,Jonathan,,Amandus - Atheneum,51.22398,4.41958,Entire home/apt,,90,161,2024-12-01,3.18,2,70,35,
43694813,Artist Antwerp,349004506,B,,Amandus - Atheneum,51.2183962,4.429697,Entire home/apt,,1,15,2024-11-09,0.66,2,0,5,
43706147,Zonnige duplex met tuin!,307628520,Amal,,Hoboken - Centrum,51.17588,4.34783,Entire home/apt,75,2,7,2024-12-01,2.50,1,266,7,
43713237,Modern Studio Near Central Station - 10 Min Walk,250056804,Sam,,Borgerhout Intra Muros Zuid,51.21361,4.43302,Entire home/apt,78,87,12,2022-03-20,0.22,1,182,0,
43728785,"Luxury apartment, private terrace & FREE PARKING",348209590,Patrick,,Eilandje,51.23642,4.41192,Entire home/apt,260,1,107,2024-12-15,2.64,1,338,31,
43759887,"City Penthouse, rooftop terrace, spectacular view!",349719106,Bram,,Centraal Station,51.21768,4.41987,Entire home/apt,270,1,132,2024-05-20,2.40,2,160,2,
43774378,Luxekamer Camille in authentieke meesterwoning,170326773,Maarten,,Historisch Centrum,51.22413,4.40279,Private room,88,1,94,2024-10-07,1.72,2,320,4,
43775291,Rustige kamer Liselle in authentieke meesterwoning,170326773,Maarten,,Historisch Centrum,51.22404,4.40296,Private room,78,1,89,2024-12-13,1.63,2,313,20,
43777892,Antwerp: spacious light home with park view,4100266,Kristof,,Borgerhout Extra Muros,51.20439,4.45069,Entire home/apt,120,4,13,2024-08-24,0.24,1,19,4,
43853199,Moorkensroom - with magical view,350481029,Marijke,,Borgerhout Intra Muros Zuid,51.21349,4.43414,Private room,120,2,2,2022-05-01,0.04,2,340,0,
43857463,Giant's Room - Sleeping like giants,350481029,Marijke,,Borgerhout Intra Muros Zuid,51.21348,4.43413,Private room,120,2,0,,,2,344,0,
43866735,Cosy house near the marina,272939980,Karen,,Linkeroever,51.23241,4.39041,Entire home/apt,185,2,85,2024-08-20,1.55,1,224,11,
43975047,Studio in Antwerpen City,44715953,Ellen,,Centraal Station,51.21307,4.41773,Entire home/apt,,2,132,2022-11-04,2.42,2,0,0,
43995289,spacious 2 bedroom apartment in the heart of A,13377217,Kenny,,Amandus - Atheneum,51.21876,4.42659,Entire home/apt,88,2,128,2024-12-23,2.45,1,30,24,
